BioSample ID	Sample Type	Environment	Instruments
SAMEA6631725	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631752	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631763	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631766	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631806	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631816	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631825	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6633763	Agaricus bisporus	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA7580830	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA7580836	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA9943595	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMN08456373	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456381	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456445	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456453	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456464	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456465	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456474	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN13443172	metagenome	culture enrichment	Illumina MiSeq, MinION
SAMN15921205	soil metagenome	tropical grasslands & savannas	Illumina MiSeq, Sequel II
SAMN15921254	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921265	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921284	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921286	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921322	soil metagenome	mountain	Illumina MiSeq, Sequel II
SAMN15921332	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921333	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921421	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921451	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921460	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921478	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921486	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921503	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921510	soil metagenome	subtropical grasslands & savannas	Illumina MiSeq, Sequel II
SAMN19600299	human gut metagenome	Human Gut Virome Raw Sequence Reads	Illumina NovaSeq 6000, MinION
SAMN22064502	bioreactor sludge metagenome	WWTP digester sludge	Illumina NovaSeq 6000, Sequel IIe
SAMN22304436	clinical metagenome	wound	Illumina MiSeq, MinION
SAMN33571998	human feces metagenome	Quantifying bias introduced by sample collection in relative and absolute microbiome measurements	Illumina NovaSeq 6000, PromethION
SAMN37739124	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN41816807	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816848	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816876	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN46374544	freshwater metagenome	shoreline [ENVO:00000486]|epilithon [ENVO:03605001]	Illumina NovaSeq X Plus, MinION
SAMN47504788	soil metagenome	ENVO:00005775	GridION, Illumina NovaSeq 6000
SAMN49717220	Staphylococcus aureus	skin	Illumina MiniSeq, MinION
SAMEA116119878	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119907	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA117491906	wastewater metagenome	Sulfonamide resistance gene sul4 is hosted by common wastewater sludge bacteria and found in various newly described contexts and hosts including clinically relevant species	Illumina NovaSeq 6000, PacBio RS II
SAMEA117831158	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA6126161	sediment metagenome	Seagrass associated sediment metagenomes	Illumina HiSeq 3000, Sequel
SAMEA6631744	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631777	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631785	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631804	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6792969	blank sample	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6792970	blank sample	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA9943597	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMN08456374	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456398	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456455	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456460	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456463	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN15921181	soil metagenome	temperate natural grassland	Illumina MiSeq, Sequel II
SAMN15921207	soil metagenome	montane grassland	Illumina MiSeq, Sequel II
SAMN15921217	soil metagenome	temperate coniferous forest	Illumina MiSeq, Sequel II
SAMN15921248	soil metagenome	temperate grassland	Illumina MiSeq, Sequel II
SAMN15921268	soil metagenome	desert	Illumina MiSeq, Sequel II
SAMN15921273	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921294	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921329	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921351	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921394	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921396	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921410	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921411	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921422	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921430	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921455	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921488	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921490	soil metagenome	desert	Illumina MiSeq, Sequel II
SAMN15921513	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN17245389	metagenome	flooded rice paddy soil	Illumina MiSeq, PacBio RS II
SAMN17245394	metagenome	flooded rice paddy soil	Illumina MiSeq, PacBio RS II
SAMN18839206	viral metagenome	organic waste	MinION, NextSeq 550
SAMN19798906	cold spring metagenome	Alkaline Spring	Illumina HiSeq 4000, Illumina MiSeq, Illumina NovaSeq 6000, MinION
SAMN23235374	gut metagenome	feces	Illumina HiSeq 2500, Illumina MiSeq, PacBio RS II
SAMN41816777	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816790	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816792	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816828	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816832	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816865	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816870	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334569	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334570	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMEA116119871	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119889	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119895	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119899	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA117831124	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831130	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831150	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831153	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA6126158	sediment metagenome	Seagrass associated sediment metagenomes	Illumina HiSeq 3000, Sequel
SAMEA6631742	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631770	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631780	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631783	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631799	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631817	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA7580829	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA9943592	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMEA9943612	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMN08456421	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN13191044	synthetic metagenome	Comparative evaluation of second and third generation sequencing technologies for 16S rRNA based identification	Illumina MiSeq, MinION
SAMN14089876	marine sediment metagenome	sediment	Illumina HiSeq 2500, PacBio RS II
SAMN15921185	soil metagenome	tropical grasslands & savannas	Illumina MiSeq, Sequel II
SAMN15921232	soil metagenome	subtropical dry broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921241	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921244	soil metagenome	deserts and xeric shrublands	Illumina MiSeq, Sequel II
SAMN15921252	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921255	soil metagenome	subtropical dry broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921267	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921324	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921344	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921348	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921375	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921377	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921389	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921390	soil metagenome	subtropical dry broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921392	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921407	soil metagenome	tundra	Illumina MiSeq, Sequel II
SAMN15921412	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921417	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921459	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921464	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921471	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921590	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN37739115	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN41816778	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816811	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816834	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816869	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334562	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334588	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMEA116119873	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119884	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119896	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119900	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119905	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA117831118	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831155	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831159	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831168	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA6126159	sediment metagenome	Seagrass associated sediment metagenomes	Illumina HiSeq 3000, Sequel
SAMEA6631727	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631730	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631764	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631768	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631782	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631793	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631801	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631814	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA7580835	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA7580840	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA9943623	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMN08456372	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN13443173	metagenome	culture enrichment	Illumina MiSeq, MinION
SAMN13925154	wood decay metagenome	temperate mixed forest biome [ENVO:01000212]	Illumina HiSeq 2500, Illumina MiSeq, Sequel II
SAMN15921247	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921305	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921318	soil metagenome	subtropical shrubland	Illumina MiSeq, Sequel II
SAMN15921335	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921341	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921343	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921347	soil metagenome	deserts and xeric shrublands	Illumina MiSeq, Sequel II
SAMN15921349	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921363	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921414	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921426	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921443	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921456	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921458	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN16575669	wastewater metagenome	hospital wastewater	Illumina HiSeq 2500, MinION
SAMN22304447	clinical metagenome	wound	Illumina MiSeq, MinION
SAMN23235375	gut metagenome	feces	Illumina HiSeq 2500, Illumina MiSeq, PacBio RS II
SAMN33572003	human feces metagenome	Quantifying bias introduced by sample collection in relative and absolute microbiome measurements	Illumina NovaSeq 6000, PromethION
SAMN37739129	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN41816793	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816800	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816833	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816836	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816895	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334591	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN49717217	Staphylococcus aureus	skin	Illumina MiniSeq, MinION
SAMEA116119888	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119893	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119903	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA117491908	wastewater metagenome	Sulfonamide resistance gene sul4 is hosted by common wastewater sludge bacteria and found in various newly described contexts and hosts including clinically relevant species	Illumina NovaSeq 6000, PacBio RS II
SAMEA117831144	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA6631736	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631748	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631790	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631796	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631807	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631820	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA7580846	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMN08456397	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456402	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456466	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456475	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN14089870	marine sediment metagenome	sediment	Illumina HiSeq 2500, PacBio RS II
SAMN14089875	marine sediment metagenome	sediment	Illumina HiSeq 2500, PacBio RS II
SAMN15921195	soil metagenome	deserts and xeric shrublands	Illumina MiSeq, Sequel II
SAMN15921262	soil metagenome	montane shrubland	Illumina MiSeq, Sequel II
SAMN15921314	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921320	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921326	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921328	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921339	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921355	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921368	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921374	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921433	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921434	soil metagenome	grassland	Illumina MiSeq, Sequel II
SAMN15921457	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921463	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921495	soil metagenome	tundra	Illumina MiSeq, Sequel II
SAMN16575663	wastewater metagenome	hospital wastewater	Illumina HiSeq 2500, MinION
SAMN17245387	metagenome	flooded rice paddy soil	Illumina MiSeq, PacBio RS II
SAMN41816780	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816797	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816843	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816845	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816853	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816860	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816871	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816873	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816888	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816896	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334575	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334577	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN43219648	root metagenome	Plant root	Illumina NovaSeq 6000, Sequel
SAMN49717219	Staphylococcus aureus	skin	Illumina MiniSeq, MinION
SAMN49717221	Staphylococcus aureus	skin	Illumina MiniSeq, MinION
SAMEA116119879	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA117831120	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831162	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA6631734	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631747	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631751	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631769	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631778	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631788	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631803	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631808	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631818	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA7580834	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA9943593	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMN08456422	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456426	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456428	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456443	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456454	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
